id_carmodel	brand	model	grade
153	벤츠	E-Class	E 300 ELE (Without 360 camera)
1796	벤츠	E-Class	E 300 Exclusive
149	벤츠	E-Class	E 300 Exclusive HUD
157	벤츠	E-Class	E 350 BT 4MATIC
158	벤츠	E-Class	E 400 4MATIC
197	벤츠	G-Class	AMG G 63
198	벤츠	G-Class	AMG G 63 Crazy Edition
701	벤츠	G-Class	AMG G 63 Edition 463
1576	벤츠	G-Class	AMG G 65 Edition 463
196	벤츠	G-Class	G 350 d Sports Package
188	벤츠	GLA-Class	AMG GLA 45 4MATIC
186	벤츠	GLA-Class	GLA 200 d
187	벤츠	GLA-Class	GLA 200 d 4MATIC
698	벤츠	GLC-Class	GLC 220 d 4MATIC
189	벤츠	GLC-Class	GLC 220 d 4MATIC (ILP)
699	벤츠	GLC-Class	GLC 220 d 4MATIC Premium
190	벤츠	GLC-Class	GLC 220 d 4MATIC Premium (ILP)
700	벤츠	GLE-Class	AMG GLE 63 4MATIC
194	벤츠	GLE-Class	GLE 250 d 4MATIC
195	벤츠	GLE-Class	GLE 350 d 4MATIC
177	벤츠	Maybach	S 500
178	벤츠	Maybach	S 500 4MATIC
179	벤츠	Maybach	S 600
1579	벤츠	New E-Class	E 200 Cabriolet
1580	벤츠	New E-Class	E 200 Coupe
152	벤츠	New E-Class	E 220 d Avantgarde (ILP)
155	벤츠	New E-Class	E 300 4MATIC Avantgarde Intelligent
1581	벤츠	New E-Class	E 300 4MATIC Exclusive (ILP)
154	벤츠	New E-Class	E 300 Avantgarde (ILP)
163	벤츠	New E-Class	E 400 Cabriolet
161	벤츠	New E-Class	E 400 Coupe
1671	벤츠	S-class	AMG S 63 4matic cabriolet
706	벤츠	S-Class	AMG S 63 4MATIC Coupe
176	벤츠	S-Class	AMG S 63 4MATIC L
168	벤츠	S-Class	S 350 d
169	벤츠	S-Class	S 350 d 4MATIC
171	벤츠	S-Class	S 350 d 4MATIC L
170	벤츠	S-Class	S 350 d L
173	벤츠	S-Class	S 400 4MATIC L
172	벤츠	S-Class	S 400 L
175	벤츠	S-Class	S 500 4MATIC L
174	벤츠	S-Class	S 500 L
1645	벤츠	SL-Class	SL 400
180	벤츠	SL-Class	SL 400
181	벤츠	SL-Class	SL 63 AMG
1686	벤츠	SLC	AMG SLC 43
185	벤츠	SLK-Class	AMG SLK 55
183	벤츠	SLK-Class	SLK 200
184	벤츠	SLK-Class	SLK 350
683	벤틀리	Mulsanne	Mulsanne
684	벤틀리	New Flying Spur	V8
685	벤틀리	New Flying Spur	W12
687	벤틀리	New Flying Spur	W12 Black Edition
686	벤틀리	New Flying Spur	W12 White Edition
679	벤틀리	The New Continental	GT V8
680	벤틀리	The New Continental	GT V8 S
681	벤틀리	The New Continental	GT W12
682	벤틀리	The New Continental	GT W12 Speed
366	볼보	S60	D3 Momentum
367	볼보	S60	D4 Summum
1420	볼보	S60	D5 R-Design
369	볼보	S60	T5 R-Design
368	볼보	S60	T5 Summum
1421	볼보	S60	T6 R-Design
1644	볼보	S60 CC	D4 AWD
370	볼보	S60 CC	D4 Summum
378	볼보	S80	D4 Inscription
376	볼보	S80	D4 Momentum
377	볼보	S80	D4 Summum
381	볼보	S80	T5 Inscription
379	볼보	S80	T5 Momentum
380	볼보	S80	T5 Summum
358	볼보	V40	D3 Kinetic
359	볼보	V40	D3 Momentum
360	볼보	V40	D4 Inscription
361	볼보	V40	D4 R-Design
362	볼보	V40	T5 Inscription
363	볼보	V40	T5 R-Design
364	볼보	V40 CC	D3 Momentum
365	볼보	V40 CC	D4 Summum
1475	볼보	V40 CC	T5 AWD
372	볼보	V60	D3 Momentum
371	볼보	V60	D4 Summum
1643	볼보	V60	D5 R-Design
374	볼보	V60 CC	D4 AWD
373	볼보	V60 CC	D4 Summum
375	볼보	V60 CC	T5 AWD
382	볼보	XC60	D3
383	볼보	XC60	D4 Summum 
384	볼보	XC60	D5
385	볼보	XC60	D5 Inscription 
386	볼보	XC60	D5 R-Design 
1422	볼보	XC70	D4
388	볼보	XC70	D5 Inscription
387	볼보	XC70	D5 Summum
1291	볼보	XC90	D5 Inscription
1289	볼보	XC90	D5 Momentum
1290	볼보	XC90	D5 R-Design
1293	볼보	XC90	T6 Inscription
1292	볼보	XC90	T6 R-Design
1295	볼보	XC90	T8 Excellence
1294	볼보	XC90	T8 Inscription
1156	쉐보레	0	0
1158	쉐보레	0	0
1513	쉐보레	5도어 해치백	1.4 Turbo LS (M/T)
1450	쉐보레	All New 말리부	1.5 Turbo LS
1451	쉐보레	All New 말리부	1.5 Turbo LS 디럭스
1452	쉐보레	All New 말리부	1.5 Turbo LT
1454	쉐보레	All New 말리부	1.5 Turbo LT 디럭스
1455	쉐보레	All New 말리부	1.5 Turbo LTZ
1456	쉐보레	All New 말리부	1.5 Turbo LTZ 프리미엄 세이프티
1588	쉐보레	All New 말리부	1.8 하이브리드 LT
1589	쉐보레	All New 말리부	1.8 하이브리드 LT 디럭스
1457	쉐보레	All New 말리부	2.0 Turbo LT 프리미엄
1458	쉐보레	All New 말리부	2.0 Turbo LTZ 프리미엄
1636	쉐보레	All New 카마로 SS	6.2 V8 가솔린
1154	쉐보레	THE NEXT SPARK	LS (M/T)
1662	쉐보레	THE NEXT SPARK	LS Basic C-TECH
1155	쉐보레	THE NEXT SPARK	LS C-TECH
1157	쉐보레	THE NEXT SPARK	LT C-TECH
1159	쉐보레	THE NEXT SPARK	LT Plus C-TECH
1160	쉐보레	THE NEXT SPARK	LTZ (M/T)
1161	쉐보레	THE NEXT SPARK	LTZ C-TECH
1152	쉐보레	THE NEXT SPARK	승용밴 (M/T)
1590	쉐보레	THE NEXT SPARK	승용밴 Basic C-TECH
1504	쉐보레	THE NEXT SPARK	승용밴 C-TECH
1162	쉐보레	THE NEXT SPARK	패션 스페셜 에디션 (M/T)
1163	쉐보레	THE NEXT SPARK	패션 에디션 C-TECH
1503	쉐보레	THE NEXT SPARK	퍼펙트 블랙 C-TECH
1661	쉐보레	THE NEXT SPARK (ECO)	LS Basic C-TECH
1164	쉐보레	THE NEXT SPARK (ECO)	LS C-TECH
1165	쉐보레	THE NEXT SPARK (ECO)	LT C-TECH
1166	쉐보레	THE NEXT SPARK (ECO)	LT Plus C-TECH
1167	쉐보레	THE NEXT SPARK (ECO)	LTZ C-TECH
1591	쉐보레	TRAX	1.4 가솔린 Turbo LS
1592	쉐보레	TRAX	1.4 가솔린 Turbo LS 디럭스 팩
1593	쉐보레	TRAX	1.4 가솔린 Turbo LT
1594	쉐보레	TRAX	1.4 가솔린 Turbo LT Leather Package
1595	쉐보레	TRAX	1.4 가솔린 Turbo LTZ
1598	쉐보레	TRAX	1.4 가솔린 Turbo 퍼펙트 블랙
1597	쉐보레	TRAX	1.4 가솔린 Turbo 프리미엄
1599	쉐보레	TRAX	1.6 디젤 LS
1600	쉐보레	TRAX	1.6 디젤 LS 디럭스 팩
1601	쉐보레	TRAX	1.6 디젤 LT
1602	쉐보레	TRAX	1.6 디젤 LT Leather Package
1603	쉐보레	TRAX	1.6 디젤 LTZ
1606	쉐보레	TRAX	1.6 디젤 퍼펙트 블랙
1605	쉐보레	TRAX	1.6 디젤 프리미엄
1718	쉐보레	말리부	1.5 터보 LS
1719	쉐보레	말리부	1.5 터보 LS 디럭스
1720	쉐보레	말리부	1.5 터보 LT
1721	쉐보레	말리부	1.5 터보 LT 디럭스
1722	쉐보레	말리부	1.5 터보 LTZ
1723	쉐보레	말리부	1.5 터보 LTZ 프리미엄 세이프티
1727	쉐보레	말리부	1.8 하이브리드 LT
1728	쉐보레	말리부	1.8 하이브리드 LT 디럭스
1724	쉐보레	말리부	2.0 터보 LT 프리미엄
1725	쉐보레	말리부	2.0 터보 LTZ 프리미엄
1726	쉐보레	말리부	2.0 터보 퍼펙트 블랙
1153	쉐보레	삭제요청	삭제필요
1505	쉐보레	아베오 4도어	1.4 Turbo L (M/T)
1507	쉐보레	아베오 4도어	1.4 Turbo LS (M/T)
1506	쉐보레	아베오 세단	1.4 Turbo L
1508	쉐보레	아베오 세단	1.4 Turbo LS
1509	쉐보레	아베오 세단	1.4 Turbo LT
1511	쉐보레	아베오 세단	1.4 Turbo 스타일 에디션
1512	쉐보레	아베오 세단	1.4 Turbo 퍼펙트 블랙
1514	쉐보레	아베오 해치백	1.4 Turbo LS
1515	쉐보레	아베오 해치백	1.4 Turbo LT
1516	쉐보레	아베오 해치백	1.4 Turbo RS
1628	쉐보레	올란도	(LPGi) LS 고급형
1631	쉐보레	올란도	(LPGi) LT 세이프티
1630	쉐보레	올란도	(LPGi) LT 컨비니언스
1629	쉐보레	올란도	(LPGi) LT 프리미엄
1633	쉐보레	올란도	(LPGi) LTZ 세이프티
1632	쉐보레	올란도	(LPGi) LTZ 프리미엄
1634	쉐보레	올란도	(LPGi) 다이나믹
1635	쉐보레	올란도	(LPGi) 퍼펙트 블랙
1620	쉐보레	올란도	1.6 디젤 LS 고급형
1623	쉐보레	올란도	1.6 디젤 LT 세이프티
1622	쉐보레	올란도	1.6 디젤 LT 컨비니언스
1621	쉐보레	올란도	1.6 디젤 LT 프리미엄
1625	쉐보레	올란도	1.6 디젤 LTZ 세이프티
1624	쉐보레	올란도	1.6 디젤 LTZ 프리미엄
1626	쉐보레	올란도	1.6 디젤 다이나믹
1627	쉐보레	올란도	1.6 디젤 퍼펙트 블랙
1759	쉐보레	올란도	LPGi LS
1762	쉐보레	올란도	LPGi LT 세이프티
1761	쉐보레	올란도	LPGi LT 컨비니언스
1760	쉐보레	올란도	LPGi LT 프리미엄
1764	쉐보레	올란도	LPGi LTZ 세이프티
1763	쉐보레	올란도	LPGi LTZ 프리미엄
1765	쉐보레	올란도	LPGi 스페셜에디션 다이나믹
1766	쉐보레	올란도	LPGi 스페셜에디션 퍼펙트블랙
1751	쉐보레	올란도	디젤 LS
1754	쉐보레	올란도	디젤 LT 세이프티
1753	쉐보레	올란도	디젤 LT 컨비니언스
1752	쉐보레	올란도	디젤 LT 프리미엄
1756	쉐보레	올란도	디젤 LTZ 세이프티
1755	쉐보레	올란도	디젤 LTZ 프리미엄
1757	쉐보레	올란도	디젤 스페셜에디션 다이나믹
1758	쉐보레	올란도	디젤 스페셜에디션 퍼팩트블랙
1767	쉐보레	올란도	택시/렌터카 LS
1768	쉐보레	올란도	택시/렌터카 디럭스팩
1748	쉐보레	임팔라	2.5 LT
1749	쉐보레	임팔라	2.5 LTZ
1168	쉐보레	임팔라	2.5 가솔린 LT
1169	쉐보레	임팔라	2.5 가솔린 LTZ
1750	쉐보레	임팔라	3.6 LTZ
1170	쉐보레	임팔라	3.6 가솔린 LTZ
1607	쉐보레	캡티바	2.0 디젤 (5인승) LS
1608	쉐보레	캡티바	2.0 디젤 (5인승) LS 디럭스 팩
1609	쉐보레	캡티바	2.0 디젤 (5인승) LT
1610	쉐보레	캡티바	2.0 디젤 (5인승) LT 디럭스 팩
1611	쉐보레	캡티바	2.0 디젤 (5인승) LTZ (A/T)
1616	쉐보레	캡티바	2.0 디젤 (5인승) 퍼펙트 블랙
1522	쉐보레	크루즈	1.4 가솔린 Turbo LT 디럭스팩
1523	쉐보레	크루즈	1.4 가솔린 Turbo LTZ
1524	쉐보레	크루즈	1.4 가솔린 Turbo 퍼펙트 블랙
1525	쉐보레	크루즈	1.6 디젤 LT 디럭스팩
1526	쉐보레	크루즈	1.6 디젤 LTZ
1517	쉐보레	크루즈	1.8 가솔린 LS
1518	쉐보레	크루즈	1.8 가솔린 LT
1519	쉐보레	크루즈	1.8 가솔린 LT 디럭스팩
1520	쉐보레	크루즈	1.8 가솔린 LTZ
1521	쉐보레	크루즈	1.8 가솔린 퍼펙트 블랙
1618	쉐보레	크루즈5	1.4 가솔린 Turbo LTZ
1617	쉐보레	크루즈5	1.8 가솔린 LTZ
1669	시트로엥	C4 CACTUS	Feel
1668	시트로엥	C4 CACTUS	Live
1670	시트로엥	C4 CACTUS	Shine
423	시트로엥	C4 PICASSO	1.6 Intensive
419	시트로엥	DS3	1.6 e-HDi New Light Signature (So Chic)
418	시트로엥	DS3	Be Chic
421	시트로엥	DS3	Cabrio 1.6 e-HDi So Chic Plus
420	시트로엥	DS3	So Chic
422	시트로엥	DS4	So Chic
424	시트로엥	DS5	So Chic
425	시트로엥	DS5	So Chic+
426	시트로엥	GRAND C4 PACASSO	1.6 Intensive
428	시트로엥	GRAND C4 PACASSO	2.0 Exclusive
427	시트로엥	GRAND C4 PACASSO	2.0 Intensive Plus
1176	쌍용	New Korando C	2WD  DX
1171	쌍용	New Korando C	2WD  KX (M/T)
1172	쌍용	New Korando C	2WD KX
1173	쌍용	New Korando C	2WD KX Special
1174	쌍용	New Korando C	2WD RX 고급형
1175	쌍용	New Korando C	2WD RX 최고급형
1178	쌍용	New Korando C	2WD 삼바 에디션
1177	쌍용	New Korando C	2WD 익스트림 에디션
1183	쌍용	New Korando C	AWD DX (A/T)
1179	쌍용	New Korando C	AWD KX (A/T)
1180	쌍용	New Korando C	AWD KX Special (A/T)
1181	쌍용	New Korando C	AWD RX 고급형 (A/T)
1182	쌍용	New Korando C	AWD RX 최고급형 (A/T)
1639	쌍용	New Korando 스포츠 2.2	2WD CX5 Club (A/T)
1262	쌍용	뉴 체어맨 W	카이저 CW600  Prestige 4-Tronic
1259	쌍용	뉴 체어맨 W	카이저 CW600 Luxury
1260	쌍용	뉴 체어맨 W	카이저 CW600 Luxury 4-Tronic
1261	쌍용	뉴 체어맨 W	카이저 CW600 Prestige
1263	쌍용	뉴 체어맨 W	카이저 CW700 Executive
1268	쌍용	뉴 체어맨 W	카이저 CW700 Limousine
1269	쌍용	뉴 체어맨 W	카이저 CW700 Limousine 4-Tronic
1265	쌍용	뉴 체어맨 W	카이저 CW700 VIP
1266	쌍용	뉴 체어맨 W	카이저 CW700 VIP 4-Tronic
1267	쌍용	뉴 체어맨 W	카이저 CW700 VVIP (4인승 세단)
1271	쌍용	뉴 체어맨 W	카이저 V8 5000
1270	쌍용	뉴 체어맨 W	카이저 V8 5000 Special Edition
1272	쌍용	뉴 체어맨 W	카이저 V8 5000 Summit
1273	쌍용	렉스턴W	(5인승) 2WD RX7 DELUXE
1275	쌍용	렉스턴W	(5인승) 2WD RX7 PRESTIGE
1274	쌍용	렉스턴W	(5인승)2WD RX7 LUXURY
1286	쌍용	렉스턴W	(5인승)4WD NOBLESSE
1276	쌍용	렉스턴W	(5인승)4WD RX7 DELUXE
1277	쌍용	렉스턴W	(5인승)4WD RX7 LUXURY
1278	쌍용	렉스턴W	(5인승)4WD RX7 PRESTIGE
1280	쌍용	렉스턴W	(7인승) 2WD RX7 DELUXE
1282	쌍용	렉스턴W	(7인승) 2WD RX7 PRESTIGE
1281	쌍용	렉스턴W	(7인승)2WD RX7 LUXURY
1287	쌍용	렉스턴W	(7인승)4WD NOBLESSE
1283	쌍용	렉스턴W	(7인승)4WD RX7 DELUXE
1284	쌍용	렉스턴W	(7인승)4WD RX7 LUXURY
1285	쌍용	렉스턴W	(7인승)4WD RX7 PRESTIGE
1777	쌍용	코란도 투리스모	11인승 RX
1776	쌍용	코란도 투리스모	11인승 TX
1561	쌍용	코란도 투리스모	11인승 플러스 RX 4WD
1560	쌍용	코란도 투리스모	11인승 플러스 TX 4WD
1774	쌍용	코란도 투리스모	9인승 RX
1781	쌍용	코란도 투리스모	9인승 RX
1773	쌍용	코란도 투리스모	9인승 TX
1775	쌍용	코란도 투리스모	9인승 아웃도어 에디션
1288	쌍용	코란도 투리스모	9인승 플러스  TX 4WD
1559	쌍용	코란도 투리스모	9인승 플러스 Outdoor Edition 4WD
1558	쌍용	코란도 투리스모	9인승 플러스 RX 4WD
1638	쌍용	코란도 투리스모	9인승 플러스 TX 4WD
1564	쌍용	코란도 투리스모	샤토 High-limousine 9인승
1562	쌍용	코란도 투리스모	샤토 High-roof 11인승
1563	쌍용	코란도 투리스모	샤토 High-roof 9인승
1778	쌍용	코란도 투리스모	샤토 하이루프 11인승
1779	쌍용	코란도 투리스모	샤토 하이루프 9인승
1780	쌍용	코란도 투리스모	샤토 하이리무진 9인승
1637	쌍용	티볼리	(경유) TX Samba Edition
1189	쌍용	티볼리	(경유)LX
1190	쌍용	티볼리	(경유)LX 4WD (A/T)
1185	쌍용	티볼리	(경유)TX
1186	쌍용	티볼리	(경유)TX 4WD (A/T)
1187	쌍용	티볼리	(경유)VX (A/T)
1188	쌍용	티볼리	(경유)VX 4WD (A/T)
1194	쌍용	티볼리	(휘발유) LX
1553	쌍용	티볼리	(휘발유) TX Samba Edition
1195	쌍용	티볼리	(휘발유)LX 고급형 4WD (A/T)
1196	쌍용	티볼리	(휘발유)LX 최고급형 (A/T)
1197	쌍용	티볼리	(휘발유)LX 최고급형 4WD (A/T)
1192	쌍용	티볼리	(휘발유)TX
1191	쌍용	티볼리	(휘발유)TX (M/T)
1554	쌍용	티볼리	(휘발유)TX Style
1193	쌍용	티볼리	(휘발유)VX
1738	쌍용	티볼리	가솔린 LX
1736	쌍용	티볼리	가솔린 TX
1737	쌍용	티볼리	가솔린 VX
1735	쌍용	티볼리	디젤 LX
1734	쌍용	티볼리	디젤 TX
1555	쌍용	티볼리 에어	(경유) AX
1556	쌍용	티볼리 에어	(경유) IX
1557	쌍용	티볼리 에어	(경유) RX
1732	쌍용	티볼리 에어	가솔린 IX
1733	쌍용	티볼리 에어	가솔린 RX
1729	쌍용	티볼리 에어	디젤 AX
1730	쌍용	티볼리 에어	디젤 IX
1731	쌍용	티볼리 에어	디젤 RX
277	아우디	A3	35 TDI
229	아우디	A3	35 TDI Dynamic
231	아우디	A3	S3
1641	아우디	A3	SB 35 TDI
230	아우디	A3	SB 35 TDI Dynamic
1385	아우디	A3	SB e-tron
233	아우디	A4	45 TFSI
232	아우디	A4	45 TFSI Premium
235	아우디	A4	45 TFSI qu. Premium
236	아우디	A4	45 TFSI qu. Sport
234	아우디	A4	45 TFSI Sport
237	아우디	A4	55 TDI qu. Sport
239	아우디	A5	Cabrio 40 TFSI qu.
238	아우디	A5	Coupe 40 TFSI qu.
240	아우디	A5	SB 35 TDI qu.
241	아우디	A5	SB 35 TDI qu. Dynamic
243	아우디	A6	35 TDI Comfort
244	아우디	A6	35 TDI Premium
737	아우디	A6	35 TDI qu. Comfort
738	아우디	A6	35 TDI qu. Premium
739	아우디	A6	35 TDI qu. Sport
245	아우디	A6	40 TDI qu. Comfort
246	아우디	A6	40 TDI qu. Premium
247	아우디	A6	40 TDI qu. Sport
248	아우디	A6	40 TFSI qu. Sport Tech
250	아우디	A6	50 TDI qu. Premium
251	아우디	A6	50 TDI qu. Premium Tech Design
253	아우디	A6	50 TFSI qu. Sport
254	아우디	A6	50 TFSI qu. Sport Tech
256	아우디	A6	55 TDI qu. Premium Tech
258	아우디	A6	55 TDI qu. Sport Tech
727	아우디	A6	Avant 35 TDI qu. Comfort
1467	아우디	A6	Avant 35 TDI qu. Premium
1468	아우디	A6	Avant 35 TDI qu. Premuim Tech
728	아우디	A6	Avant 35 TDI qu. Sport
1459	아우디	A7	40 TDI
1460	아우디	A7	40 TDI Premium
259	아우디	A7	40 TFSI qu. Premium
260	아우디	A7	40 TFSI qu. Sport
261	아우디	A7	50 TDI qu. Comfort
262	아우디	A7	50 TDI qu. Premium
263	아우디	A7	50 TDI qu. Sport
266	아우디	A7	50 TFSI qu. Premium
267	아우디	A7	50 TFSI qu. Sport
268	아우디	A7	50 TFSI qu. Sport Tech
269	아우디	A7	55 TDI qu. Comfort
270	아우디	A7	55 TDI qu. Premium
272	아우디	A7	55 TDI qu. Premium Tech Design
273	아우디	A7	55 TDI qu. Sport Tech
276	아우디	A7	RS7
1472	아우디	A7	RS7 Plus
278	아우디	A8	50 TDI qu. NWB 8SP
279	아우디	A8	50 TDI qu. Xenon
282	아우디	A8	50L TDI qu. Xenon
280	아우디	A8	65 TFSI qu. NWB
281	아우디	A8	L 50 TDI qu. 8SP
283	아우디	A8	L 50 TDI qu. Design 8SP
286	아우디	A8	L 65 TFSI qu. (4-seater) Design
284	아우디	A8	L 65 TFSI qu. (5-seater)
285	아우디	A8	L 65 TFSI qu. (5-seater) Design
287	아우디	A8	S8 4.0 TFSI qu.
288	아우디	A8	S8 4.0 TFSI qu. Design
740	아우디	A8	S8 4.0 TFSI qu. Plus
296	아우디	Q3	30 TDI qu. Design
297	아우디	Q3	30 TDI qu. Sport
298	아우디	Q3	35 TDI qu. Design
299	아우디	Q3	35 TDI qu. Sport
300	아우디	Q5	35 TDI qu.
301	아우디	Q5	35 TDI qu. Dynamic
302	아우디	Q5	45 TDI qu.
303	아우디	Q5	45 TDI qu. Dynamic
1386	아우디	Q7	35 TDI qu. Comfort
1387	아우디	Q7	35 TDI qu. Premium
1388	아우디	Q7	35 TDI qu. Premium Tech
1390	아우디	Q7	45 TDI qu. Premium
1389	아우디	Q7	45 TDI qu. Sport (2-zone)
723	아우디	R8	5.2 FSI qu. V10 plus
724	아우디	R8	5.2 FSI qu. V10 plus exclusive
725	아우디	R8	Spyder 5.2 FSI qu.
726	아우디	R8	Spyder 5.2 FSI qu. exclusive
242	아우디	RS5	RS5 4.2 FSI Quattro
1820	아우디	S4	S4 3.0 TFSi Quattro
707	아우디	S6	S6 Sport
708	아우디	S6	S6 Sport Design
274	아우디	S7	S7 Sport
275	아우디	S7	S7 Sport Design
304	아우디	SQ5	SQ5
289	아우디	TT	45 TFSI Coupe
291	아우디	TT	45 TFSI Roadster
290	아우디	TT	TTS Coupe
527	애스턴마틴	DB9	Coupe 6.0S
528	애스턴마틴	DB9	Volante 6.0S
529	애스턴마틴	RAPIDE S	6.0S
530	애스턴마틴	VANQUISH	Coupe 6.0
531	애스턴마틴	VANQUISH	Volante 6.0
507	애스턴마틴	VANTAGE	Coupe 4.7
522	애스턴마틴	VANTAGE	Coupe 4.7S
523	애스턴마틴	VANTAGE	Coupe 6.0S
525	애스턴마틴	VANTAGE	Roadster 4.7
524	애스턴마틴	VANTAGE	Roadster 4.7S
526	애스턴마틴	VANTAGE	Roadster 6.0S
1684	인피니티	Q30	2.0t 익스클루시브
1685	인피니티	Q30	2.0t 익스클루시브 (시티 블랙 패키지 적용)
1682	인피니티	Q30	2.0t 프리미엄
1683	인피니티	Q30	2.0t 프리미엄 (시티 블랙 패키지 적용)
594	인피니티	Q50	2.2d Exclusive
593	인피니티	Q50	2.2d Premium
592	인피니티	Q50	2.2d Style
602	인피니티	Q50	S Hybrid Essence
603	인피니티	Q50	S Hybrid Hi-Tech
1297	인피니티	Q60	3.7 Convertible
1296	인피니티	Q60	3.7 Coupe
609	인피니티	Q70	AWD
608	인피니티	Q70	Exclusive
607	인피니티	Q70	Premium
606	인피니티	Q70	Style
1204	인피니티	QX50	3.7 AWD
614	인피니티	QX60	2.5 Hybrid
613	인피니티	QX60	3.5
611	인피니티	QX70	3.7s
615	인피니티	QX80	5.6
1648	재규어	F-Pace	2.0d Portfolio
1646	재규어	F-Pace	2.0d Prestige
1647	재규어	F-Pace	2.0d R-Sport
1649	재규어	F-Pace	3.0 R-Sport
1651	재규어	F-Pace	3.0d First Edition
1650	재규어	F-Pace	3.0d S
414	재규어	F-Type	Convertible 3.0SC 
415	재규어	F-Type	Convertible 3.0SC S  
416	재규어	F-Type	Convertible 3.0SC S AWD
417	재규어	F-Type	Convertible 5.0SC R AWD
689	재규어	F-Type	Coupe 3.0SC
690	재규어	F-Type	Coupe 3.0SC S
693	재규어	F-Type	Coupe 3.0SC S (M/T)
688	재규어	F-Type	Coupe 3.0SC S AWD
692	재규어	F-Type	Coupe 3.0SC(M/T)
691	재규어	F-Type	Coupe 5.0SC R AWD
1794	재규어	XE	20D AWD Portfolio(17MY)
1792	재규어	XE	20D AWD Prestige(17MY)
1793	재규어	XE	20D AWD R-Sport(17MY)
66	재규어	XE	20D Portfolio
64	재규어	XE	20D Prestige
65	재규어	XE	20D R-Sport
67	재규어	XE	20T Prestige
68	재규어	XE	3.0 V6 S
1789	재규어	XF	20D AWD Portfolio(17MY)
1788	재규어	XF	20D AWD Prestige(17MY)
1424	재규어	XF	20D Portfolio(17MY)
1423	재규어	XF	20D Prestige(17MY)
1426	재규어	XF	25T Portfolio(17MY)
1425	재규어	XF	25T Prestige(17MY)
1428	재규어	XF	3.0 V6 SC AWD R-Sport
1429	재규어	XF	3.0 V6 SC S AWD(17MY)
1427	재규어	XF	3.0d V6 Turbo Portfolio
1790	재규어	XF	30D Portfolio(17MY)
1791	재규어	XF	35T AWD R-Sport (17MY)
1612	재규어	XJ	2.0P Luxury SWB
1614	재규어	XJ	3.0 SC AWD Portfolio LWB
1615	재규어	XJ	3.0 SC AWD Premium Luxury LWB
1613	재규어	XJ	3.0D Premium Luxury LWB
971	제네시스	EQ900	3.3 T-GDi 럭셔리 2WD (A/T)
970	제네시스	EQ900	3.3 T-GDi 럭셔리 AWD (A/T)
973	제네시스	EQ900	3.3 T-GDi 프레스티지 AWD (A/T)
972	제네시스	EQ900	3.3 T-GDi 프리미엄 럭셔리 AWD (A/T)
966	제네시스	EQ900	3.8 GDi 럭셔리 2WD (A/T)
967	제네시스	EQ900	3.8 GDi 럭셔리 AWD (A/T)
969	제네시스	EQ900	3.8 GDi 프레스티지 AWD (A/T)
968	제네시스	EQ900	3.8 GDi 프리미엄 럭셔리 AWD (A/T)
974	제네시스	EQ900	5.0 GDi 프레스티지 AWD (A/T)
1571	제네시스	EQ900	리무진 5.0GDi 프레스티지
1570	제네시스	G80	3.3 GDi 럭셔리
1572	제네시스	G80	3.3 GDi 프리미엄 럭셔리 (A/T)
1575	제네시스	G80	3.8 GDi 파이니스트 (A/T)
1574	제네시스	G80	3.8 GDi 프레스티지 (A/T)
664	지프	Cherokee	2.0 4WD Limited
663	지프	Cherokee	2.0 Longitude AWD
1430	지프	Cherokee	2.0 Longitude 블랙 에디션
1705	지프	Cherokee	2.2 Limited
1704	지프	Cherokee	2.2 Longitude
662	지프	Cherokee	2.4 Longitude
1706	지프	Cherokee	2.4 Longitude High
657	지프	Compass	2.4 Limited
665	지프	Grand Cherokee	3.0 Limited
666	지프	Grand Cherokee	3.0 Overland
667	지프	Grand Cherokee	3.0 Summit
668	지프	Grand Cherokee	3.6 Overland
656	지프	Renegade	2.0 Limited AWD
655	지프	Renegade	2.0 Longitude AWD
654	지프	Renegade	2.4 Longitude
659	지프	Wrangler	2도어  Rubicon
658	지프	Wrangler	2도어 Sport
660	지프	Wrangler	4도어 Rubicon
661	지프	Wrangler	4도어 Sahara
677	캐딜락	1	1
678	캐딜락	1	1
669	캐딜락	ATS	COUPE
670	캐딜락	ATS	LUXURY
671	캐딜락	ATS	PREMIUM
1566	캐딜락	ATS-V	3.6
1567	캐딜락	ATS-V	3.6 Carbon Package
675	캐딜락	CT6	PLATINUM
672	캐딜락	CT6	PREMIUM
676	캐딜락	CTS	AWD
1471	캐딜락	CTS	AWD PLUS
673	캐딜락	CTS	LUXURY
674	캐딜락	CTS	PREMIUM
1470	캐딜락	CTS	PREMIUM PLUS
1696	캐딜락	CTS-V	6.2 V8
1697	캐딜락	CTS-V	6.2 V8 Carbon Package
1815	캐딜락	XT5	Premium
1817	캐딜락	XT5	Premium Carbon
1816	캐딜락	XT5	Premium(옵션강화)
649	크라이슬러	200	200 LIMITED
650	크라이슬러	200	200C
651	크라이슬러	300C	3.6
652	크라이슬러	300C	3.6 AWD
653	크라이슬러	Grand voyager	The Exclusive VIP Lounge
1432	테스트브랜드	테스트모델	테스트그레이드
1510	테스트브랜드	테스트모델	테스트그레이드
1578	토요타	Avalon	Limited
512	토요타	Camry	2.5 XLE
513	토요타	Camry	LE Hybrid
514	토요타	Camry	XLE Hybrid
1408	토요타	Prius	E
1409	토요타	Prius	S
511	토요타	Prius V	Prius V
518	토요타	RAV4	2WD
519	토요타	RAV4	4WD
